address,type,price,details,url
"3215 N Troy St #3, Chicago, IL 60618",SingleFamilyResidence,"$3,300/mo","3 bds2 ba1,675 sqft- Apartment for rent",https://www.zillow.com/homedetails/3215-N-Troy-St-3-Chicago-IL-60618/2076924595_zpid/
"3311 W Palmer St #3, Chicago, IL 60647",SingleFamilyResidence,"$1,450/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3311-W-Palmer-St-3-Chicago-IL-60647/2077881247_zpid/
"Ascend St Charles | 100 Lakeside Dr, Saint Charles, IL", 1 bd,"$1,325+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Ascend-St-Charles---100-Lakeside-Dr-Saint-Charles-IL
"One Arlington | 3400 W Stonegate Blvd, Arlington Heights, IL", Studio,"$1,379+ Studio", Studio,https://www.zillow.com/homedetails/One-Arlington---3400-W-Stonegate-Blvd-Arlington-Heights-IL
"3800 W Diversey Ave #vyx0y26mj, Chicago, IL 60647",SingleFamilyResidence,"$2,195+/mo","4 bds2 ba1,800 sqft- Apartment for rent",https://www.zillow.com/homedetails/3800-W-Diversey-Ave-VYX0Y26MJ-Chicago-IL-60647/2072484780_zpid/
"5534 W Berteau Ave Unit G, Chicago, IL 60641",SingleFamilyResidence,"$1,150/mo",1 bd1 ba973 sqft- Apartment for rent,https://www.zillow.com/homedetails/5534-W-Berteau-Ave-UNIT-G-Chicago-IL-60641/2077693772_zpid/
"2338 N Avers Ave, Chicago, IL", 1 bd,"$1,075 1 bd", 1 bd,https://www.zillow.com/homedetails/2338-N-Avers-Ave-Chicago-IL
"4342 W Augusta Blvd, Chicago, IL", 2 bds,"$1,350 2 bds", 2 bds,https://www.zillow.com/homedetails/4342-W-Augusta-Blvd-Chicago-IL
"1114 Durham Dr, Wheaton, IL 60189",SingleFamilyResidence,"$2,400/mo","4 bds2.5 ba2,029 sqft- House for rent",https://www.zillow.com/homedetails/1114-Durham-Dr-Wheaton-IL-60189/4459537_zpid/
"ReNew Downers Grove | 2845 Easton St, Downers Grove, IL", Studio,"$1,485+ Studio", Studio,https://www.zillow.com/homedetails/ReNew-Downers-Grove---2845-Easton-St-Downers-Grove-IL
"111 S Parkside Ave #g, Chicago, IL 60644",SingleFamilyResidence,"$1,100/mo","2 bds2 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/111-S-Parkside-Ave-G-Chicago-IL-60644/2072493840_zpid/
"2021 N Spaulding Ave Unit 2f, Chicago, IL 60647",SingleFamilyResidence,"$1,350/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/2021-N-Spaulding-Ave-UNIT-2F-Chicago-IL-60647/2080181752_zpid/
"211 N Windsor Dr, Arlington Heights, IL 60004",SingleFamilyResidence,"$2,400/mo","3 bds2 ba1,129 sqft- House for rent",https://www.zillow.com/homedetails/211-N-Windsor-Dr-Arlington-Heights-IL-60004/3315879_zpid/
"2717 N Drake Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$2,000/mo",2 bds1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/2717-N-Drake-Ave-1-Chicago-IL-60647/2078992539_zpid/
"10 N Main St | 10 N Main St, Mount Prospect, IL", Studio,"$1,299+ Studio", Studio,https://www.zillow.com/homedetails/10-N-Main-St---10-N-Main-St-Mount-Prospect-IL
"2501 N Kimball Ave W #2-3320, Chicago, IL 60647",SingleFamilyResidence,"$1,790/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/2501-N-Kimball-Ave-W-2-3320-Chicago-IL-60647/2072502282_zpid/
"2633 1/2 N Spaulding Ave Apt 3n, Chicago, IL 60647",SingleFamilyResidence,$920/mo,BDS1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2633-1-2-N-Spaulding-Ave-APT-3N-Chicago-IL-60647/2108330155_zpid/
"Oak Brook Heights | 201 W Oakley Dr N, Westmont, IL", 1 bd,"$1,130+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Oak-Brook-Heights---201-W-Oakley-Dr-N-Westmont-IL
"Brittany Springs | 2504 Bordeaux Ln, Naperville, IL", 1 bd,"$1,545+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Brittany-Springs---2504-Bordeaux-Ln-Naperville-IL
"500 Station Apartments | 675 Station Blvd, Aurora, IL", 1 bd,"$1,499+ 1 bd", 1 bd,https://www.zillow.com/homedetails/500-Station-Apartments---675-Station-Blvd-Aurora-IL
"729 N Central Ave Unit 731-1n, Chicago, IL 60644",SingleFamilyResidence,$850/mo,1 bd1 ba575 sqft- Apartment for rent,https://www.zillow.com/homedetails/729-N-Central-Ave-UNIT-731-1N-Chicago-IL-60644/2075651134_zpid/
"4036 N Austin Ave #2, Chicago, IL 60634",SingleFamilyResidence,"$1,500/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4036-N-Austin-Ave-2-Chicago-IL-60634/2072505286_zpid/
"Oak Park City Apartments | 675 Lake St, Oak Park, IL", Studio,"$1,243+ Studio", Studio,https://www.zillow.com/homedetails/Oak-Park-City-Apartments---675-Lake-St-Oak-Park-IL
"3242 N Natchez Ave Apt 2n, Chicago, IL 60634",SingleFamilyResidence,"$1,295/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3242-N-Natchez-Ave-APT-2N-Chicago-IL-60634/2090257376_zpid/
"4337 W Parker Ave #2, Chicago, IL 60639",SingleFamilyResidence,"$1,495/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/4337-W-Parker-Ave-2-Chicago-IL-60639/2072505993_zpid/
"Euclid Place | 501 W Euclid Ave, Arlington Heights, IL", 1 bd,"$1,264+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Euclid-Place---501-W-Euclid-Ave-Arlington-Heights-IL
"Legacy at Fox Valley | 3750 E New York St, Aurora, IL", 1 bd,"$1,335+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Legacy-at-Fox-Valley---3750-E-New-York-St-Aurora-IL
"The Retreat at Danada Farms | 22 Vivaldi Ct, Wheaton, IL", 1 bd,"$1,552+ 1 bd", 1 bd,https://www.zillow.com/homedetails/The-Retreat-at-Danada-Farms---22-Vivaldi-Ct-Wheaton-IL
"Huntington Apartments | 20 S Naper Blvd, Naperville, IL", 1 bd,"$1,157+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Huntington-Apartments---20-S-Naper-Blvd-Naperville-IL
"2107 N Kimball Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$1,250/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2107-N-Kimball-Ave-1-Chicago-IL-60647/2072512394_zpid/
"4258 N Menard Ave #1, Chicago, IL 60634",SingleFamilyResidence,"$1,295/mo","2 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/4258-N-Menard-Ave-1-Chicago-IL-60634/2107029929_zpid/
"Whispering Trails | 103 S Testa Dr, Naperville, IL", 2 bds,"$1,405+ 2 bds", 2 bds,https://www.zillow.com/homedetails/Whispering-Trails---103-S-Testa-Dr-Naperville-IL
"5952-58 W Superior | 5952 W Superior St, Chicago, IL", Studio,$740+ Studio, Studio,https://www.zillow.com/homedetails/5952-58-W-Superior---5952-W-Superior-St-Chicago-IL
"321 W Harrison Rd, Lombard, IL 60148",SingleFamilyResidence,"$1,575/mo","3 bds1 ba1,200 sqft- House for rent",https://www.zillow.com/homedetails/321-W-Harrison-Rd-Lombard-IL-60148/4486691_zpid/
"Stonebridge Village | 600 W Rand Rd, Arlington Heights, IL", 1 bd,"$1,199+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Stonebridge-Village---600-W-Rand-Rd-Arlington-Heights-IL
"4037 W Roscoe St #2, Chicago, IL 60641",SingleFamilyResidence,"$2,000/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/4037-W-Roscoe-St-2-Chicago-IL-60641/2072519871_zpid/
"4037 W Roscoe St #1, Chicago, IL 60641",SingleFamilyResidence,"$1,900/mo","2 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/4037-W-Roscoe-St-1-Chicago-IL-60641/2072519935_zpid/
"3963 W. Belmont Ave. | 3963 W Belmont Ave, Chicago, IL", 1 bd,"$1,450+ 1 bd", 1 bd,https://www.zillow.com/homedetails/3963-W.-Belmont-Ave.---3963-W-Belmont-Ave-Chicago-IL
"803 Corday at Naperville | 803 Corday Dr, Naperville, IL", 1 bd,"$1,392+ 1 bd", 1 bd,https://www.zillow.com/homedetails/803-Corday-at-Naperville---803-Corday-Dr-Naperville-IL
"Overture Yorktown 55+ Apartment Homes | 55 Yorktown Shopping Ctr, Lombard, IL", 1 bd,"$1,880+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Overture-Yorktown-55+-Apartment-Homes---55-Yorktown-Shopping-Ctr-Lombard-IL
"4849 W Ferdinand St #g, Chicago, IL 60644",SingleFamilyResidence,"$1,000/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/4849-W-Ferdinand-St-G-Chicago-IL-60644/2078070555_zpid/
"Ovaltine Court | 1 Ovaltine Ct, Villa Park, IL", 1 bd,"$1,435+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Ovaltine-Court---1-Ovaltine-Ct-Villa-Park-IL
"Brookdale Lakes | 1812 Gowdey Rd, Naperville, IL", 1 bd,"$1,380+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Brookdale-Lakes---1812-Gowdey-Rd-Naperville-IL
"Fox Run | 145 Walnut Dr, Saint Charles, IL", 1 bd,"$1,145+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Fox-Run---145-Walnut-Dr-Saint-Charles-IL
"2s639 Gloucester Way W, Oak Brook, IL 60523",SingleFamilyResidence,"$2,550/mo","2 bds2.5 ba1,550 sqft- Townhouse for rent",https://www.zillow.com/homedetails/2S639-Gloucester-Way-W-Oak-Brook-IL-60523/4495561_zpid/
"City View at the Highlands | 2720 S Highland Ave, Lombard, IL", 1 bd,"$1,485+ 1 bd", 1 bd,https://www.zillow.com/homedetails/City-View-at-the-Highlands---2720-S-Highland-Ave-Lombard-IL
"2605 N Spaulding Ave #1999136, Chicago, IL 60647",SingleFamilyResidence,"$1,295+/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2605-N-Spaulding-Ave-1999136-Chicago-IL-60647/2072525718_zpid/
"Brookdale on the Park | 1652 Brookdale Rd, Naperville, IL", 1 bd,"$1,311+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Brookdale-on-the-Park---1652-Brookdale-Rd-Naperville-IL
"ReNew Wheaton Center | 2 Wheaton Ctr, Wheaton, IL", Studio,"$1,225+ Studio", Studio,https://www.zillow.com/homedetails/ReNew-Wheaton-Center---2-Wheaton-Ctr-Wheaton-IL
"Vantage Oak Park | 150 Forest Ave, Oak Park, IL", Studio,"$1,381+ Studio", Studio,https://www.zillow.com/homedetails/Vantage-Oak-Park---150-Forest-Ave-Oak-Park-IL
"The Field's Lofts | 4000 W Diversey Ave, Chicago, IL", 1 bd,"$1,375+ 1 bd", 1 bd,https://www.zillow.com/homedetails/The-Field's-Lofts---4000-W-Diversey-Ave-Chicago-IL
"2515 N Spaulding Ave Apt 2f, Chicago, IL 60647",SingleFamilyResidence,"$1,750/mo","2 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/2515-N-Spaulding-Ave-APT-2F-Chicago-IL-60647/2102503582_zpid/
"702 N Waller Ave #704-2, Chicago, IL 60644",SingleFamilyResidence,$930/mo,1 bd1 ba661 sqft- Apartment for rent,https://www.zillow.com/homedetails/702-N-Waller-Ave-704-2-Chicago-IL-60644/2072732529_zpid/
"703 N Austin Blvd #711-3, Chicago, IL 60644",SingleFamilyResidence,$935/mo,1 bd1 ba650 sqft- Apartment for rent,https://www.zillow.com/homedetails/703-N-Austin-Blvd-711-3-Chicago-IL-60644/2076623291_zpid/
"The Emerson | 1135 Westgate St, Oak Park, IL", Studio,"$1,471+ Studio", Studio,https://www.zillow.com/homedetails/The-Emerson---1135-Westgate-St-Oak-Park-IL
"3422 N Bernard St #3, Chicago, IL 60618",SingleFamilyResidence,"$1,223/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3422-N-Bernard-St-3-Chicago-IL-60618/2072533204_zpid/
"Versailles on the Lakes Oakbrook* | 17W720 Butterfield Rd, Villa Park, IL", Studio,"$1,125+ Studio", Studio,https://www.zillow.com/homedetails/Versailles-on-the-Lakes-Oakbrook*---17W720-Butterfield-Rd-Villa-Park-IL
"Windscape of Naperville | 896 Benedetti Dr, Naperville, IL", 1 bd,"$1,219+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Windscape-of-Naperville---896-Benedetti-Dr-Naperville-IL
"1550 Raymond Dr, Naperville, IL 60563",SingleFamilyResidence,"$1,375/mo","2 bds1 ba1,100 sqft- Condo for rent",https://www.zillow.com/homedetails/1550-Raymond-Dr-Naperville-IL-60563/2105720733_zpid/
"160 Port Royal Cir, Aurora, IL 60504",SingleFamilyResidence,"$1,800/mo","3 bds1.5 ba1,300 sqft- Townhouse for rent",https://www.zillow.com/homedetails/160-Port-Royal-Cir-Aurora-IL-60504/4510501_zpid/
"2742 N Hamlin Ave #3n, Chicago, IL 60647",SingleFamilyResidence,"$2,995/mo",2 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2742-N-Hamlin-Ave-3N-Chicago-IL-60647/2085345245_zpid/
"4133 N Keystone Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$1,850/mo",3 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4133-N-Keystone-Ave-2-Chicago-IL-60641/2072539564_zpid/
"217 N Blanchard St, Wheaton, IL 60187",SingleFamilyResidence,"$2,600/mo","5 bds2.5 ba2,800 sqft- House for rent",https://www.zillow.com/homedetails/217-N-Blanchard-St-Wheaton-IL-60187/4441455_zpid/
"1030 Chicago Ave Apt 107, Oak Park, IL 60302",SingleFamilyResidence,$950/mo,1 bd1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/1030-Chicago-Ave-APT-107-Oak-Park-IL-60302/2095123622_zpid/
"3112 N Haussen Ct, Chicago, IL 60618",SingleFamilyResidence,$995/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3112-N-Haussen-Ct-Chicago-IL-60618/2100461639_zpid/
"5216 W Quincy St #b, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/5216-W-Quincy-St-B-Chicago-IL-60644/2072541349_zpid/
"536 N Homan Ave #1, Chicago, IL 60624",SingleFamilyResidence,"$1,355/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/536-N-Homan-Ave-1-Chicago-IL-60624/2072541357_zpid/
"3240 N Lawndale Ave #2, Chicago, IL 60618",SingleFamilyResidence,"$1,750/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3240-N-Lawndale-Ave-2-Chicago-IL-60618/2081920275_zpid/
"2723 N Monticello Ave #3, Chicago, IL 60647",SingleFamilyResidence,"$1,900/mo","3 bds1 ba1,600 sqft- Apartment for rent",https://www.zillow.com/homedetails/2723-N-Monticello-Ave-3-Chicago-IL-60647/2120583420_zpid/
"528 S Ridgeland Ave Unit 2, Oak Park, IL 60304",SingleFamilyResidence,"$2,400/mo","3 bds1 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/528-S-Ridgeland-Ave-UNIT-2-Oak-Park-IL-60304/2072542875_zpid/
"Preserve At Cantera | 30000 Village Green Blvd, Warrenville, IL", 1 bd,"$1,509+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Preserve-At-Cantera---30000-Village-Green-Blvd-Warrenville-IL
"3821 W Diversey Ave, Chicago, IL 60647",SingleFamilyResidence,"$2,850/mo","5 bds2 ba2,100 sqft- House for rent",https://www.zillow.com/homedetails/3821-W-Diversey-Ave-Chicago-IL-60647/3670175_zpid/
"2119 N Sawyer Ave, Chicago, IL 60647",SingleFamilyResidence,"$1,995/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/2119-N-Sawyer-Ave-Chicago-IL-60647/2101442972_zpid/
"5331 W Windsor Ave, Chicago, IL 60630",SingleFamilyResidence,"$1,295/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/5331-W-Windsor-Ave-Chicago-IL-60630/2108248089_zpid/
"2248 N Monticello Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$2,600/mo","3 bds2 ba2,080 sqft- Apartment for rent",https://www.zillow.com/homedetails/2248-N-Monticello-Ave-APT-2-Chicago-IL-60647/2072545264_zpid/
"3819 W Diversey Ave #1f, Chicago, IL 60647",SingleFamilyResidence,"$1,515/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3819-W-Diversey-Ave-1F-Chicago-IL-60647/2080180357_zpid/
"3405 W Dickens Ave, Chicago, IL", 1 bd,$950 1 bd, 1 bd,https://www.zillow.com/homedetails/3405-W-Dickens-Ave-Chicago-IL
"Residences at Lakeside | 830 Foxworth Blvd, Lombard, IL", 1 bd,"$1,170+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Residences-at-Lakeside---830-Foxworth-Blvd-Lombard-IL
"Bristol Club | 5700 Walnut Ave, Downers Grove, IL", 1 bd,"$1,335+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Bristol-Club---5700-Walnut-Ave-Downers-Grove-IL
"Bristol Station | 704 Greenwood Cir, Naperville, IL", 1 bd,"$1,279+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Bristol-Station---704-Greenwood-Cir-Naperville-IL
"Wheaton 121 Apartments | 121 N Cross St, Wheaton, IL", Studio,"$1,499+ Studio", Studio,https://www.zillow.com/homedetails/Wheaton-121-Apartments---121-N-Cross-St-Wheaton-IL
"310 N Menard Ave #312-5-1n, Chicago, IL 60644",SingleFamilyResidence,$955/mo,1 bd1 ba725 sqft- Apartment for rent,https://www.zillow.com/homedetails/310-N-Menard-Ave-312-5-1N-Chicago-IL-60644/2073162270_zpid/
"3241 Pennsbury Ct, Aurora, IL", 2 bds,"$1,600+ 2 bds", 2 bds,https://www.zillow.com/homedetails/3241-Pennsbury-Ct-Aurora-IL
"1145 N Austin Blvd #1147-2a, Chicago, IL 60651",SingleFamilyResidence,$770/mo,Studio1 ba498 sqft- Apartment for rent,https://www.zillow.com/homedetails/1145-N-Austin-Blvd-1147-2A-Chicago-IL-60651/2074682276_zpid/
"Lisle Station Apartments | 4758 Saint Joseph Creek Rd, Lisle, IL", Studio,"$1,130 Studio", Studio,https://www.zillow.com/homedetails/Lisle-Station-Apartments---4758-Saint-Joseph-Creek-Rd-Lisle-IL
"TGM Danada | 2 Sterling Cir, Wheaton, IL", 1 bd,"$1,299+ 1 bd", 1 bd,https://www.zillow.com/homedetails/TGM-Danada---2-Sterling-Cir-Wheaton-IL
"Yorktown Apartment Homes | 2233 S Highland Ave, Lombard, IL", Studio,"$1,320+ Studio", Studio,https://www.zillow.com/homedetails/Yorktown-Apartment-Homes---2233-S-Highland-Ave-Lombard-IL
"Harper Court | 5134-5136 S Harper, Elmwood Park, IL", Studio,"$1,245 Studio", Studio,https://www.zillow.com/homedetails/Harper-Court---5134-5136-S-Harper-Elmwood-Park-IL
"Everton Flats | 3S635 Everton Dr, Warrenville, IL", Studio,"$1,365+ Studio", Studio,https://www.zillow.com/homedetails/Everton-Flats---3S635-Everton-Dr-Warrenville-IL
"Elm Creek Apartments | 1 Elm Creek Dr, Elmhurst, IL", 1 bd,"$1,385+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Elm-Creek-Apartments---1-Elm-Creek-Dr-Elmhurst-IL
3D Tour Available - 28294 Ferry Rd # nxgsx73ur,Event,"$1,616+ 1 bd","$2,300+ 2 bds$2,800+ 3 bds$4,665+ 4 bds",/b/arden-of-warrenville-warrenville-il-Bkr2tc/
"Courthouse Square Apartments | 250 S Naperville Rd, Wheaton, IL", Studio,"$1,564 Studio", Studio,https://www.zillow.com/homedetails/Courthouse-Square-Apartments---250-S-Naperville-Rd-Wheaton-IL
"2778 N Milwaukee Ave Apt 302, Chicago, IL 60647",SingleFamilyResidence,"$1,995/mo","2 bds2 ba1,157 sqft- Apartment for rent",https://www.zillow.com/homedetails/2778-N-Milwaukee-Ave-APT-302-Chicago-IL-60647/2098369324_zpid/
"Village Reserve | 39W300 Herrington Blvd, Geneva, IL", 2 bds,"$1,745+ 2 bds", 2 bds,https://www.zillow.com/homedetails/Village-Reserve---39W300-Herrington-Blvd-Geneva-IL
"Maple Street Lofts | 207 S Maple St, Mount Prospect, IL", Studio,"$1,550+ Studio", Studio,https://www.zillow.com/homedetails/Maple-Street-Lofts---207-S-Maple-St-Mount-Prospect-IL
"2200 Grace | 2200 S Grace St, Lombard, IL", 2 bds,"$1,470+ 2 bds", 2 bds,https://www.zillow.com/homedetails/2200-Grace---2200-S-Grace-St-Lombard-IL
"Maple and Main Apartments | 1010 Maple Ave, Downers Grove, IL", Studio,"$1,725+ Studio", Studio,https://www.zillow.com/homedetails/Maple-and-Main-Apartments---1010-Maple-Ave-Downers-Grove-IL
"27w311 Carrel St, Winfield, IL 60190",SingleFamilyResidence,"$2,300/mo","3 bds1.5 ba2,190 sqft- House for rent",https://www.zillow.com/homedetails/27W311-Carrel-St-Winfield-IL-60190/4420850_zpid/
"4126 W Newport Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,800/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4126-W-Newport-Ave-Chicago-IL-60641/2134365168_zpid/
"408-416 N. Taylor Ave. | 408 N Taylor Ave, Oak Park, IL", 1 bd,"$1,259+ 1 bd", 1 bd,https://www.zillow.com/homedetails/408-416-N.-Taylor-Ave.---408-N-Taylor-Ave-Oak-Park-IL
"Cullom & Kedvale | 4151-57 W Cullom Ave, Chicago, IL", 1 bd,"$1,020+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Cullom-&-Kedvale---4151-57-W-Cullom-Ave-Chicago-IL
"Albion Oak Park | 1000 Lake St, Oak Park, IL", Studio,"$1,558+ Studio", Studio,https://www.zillow.com/homedetails/Albion-Oak-Park---1000-Lake-St-Oak-Park-IL
"5011 W Maypole Ave #5013-2n, Chicago, IL 60644",SingleFamilyResidence,$995/mo,2 bds1 ba625 sqft- Apartment for rent,https://www.zillow.com/homedetails/5011-W-Maypole-Ave-5013-2N-Chicago-IL-60644/2076694916_zpid/
"Lombard- International Village | 1300 S Finley Rd, Lombard, IL", 1 bd,"$1,149+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Lombard--International-Village---1300-S-Finley-Rd-Lombard-IL
"113 N Kostner Ave #108, Chicago, IL 60624",SingleFamilyResidence,"$1,350/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/113-N-Kostner-Ave-108-Chicago-IL-60624/2101658088_zpid/
"Westmore Apartments | 1049 S Westmore Meyers Rd, Lombard, IL", 1 bd,"$1,190+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Westmore-Apartments---1049-S-Westmore-Meyers-Rd-Lombard-IL
"45 Orchard Ter Apt 4, Lombard, IL 60148",SingleFamilyResidence,"$1,400/mo",1 bd1 ba696 sqft- Condo for rent,https://www.zillow.com/homedetails/45-Orchard-Ter-APT-4-Lombard-IL-60148/63768719_zpid/
"3431 W Lyndale St #2, Chicago, IL 60647",SingleFamilyResidence,"$2,400/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3431-W-Lyndale-St-2-Chicago-IL-60647/2091921478_zpid/
"4815 W Monroe St #4819-3w, Chicago, IL 60644",SingleFamilyResidence,"$1,220/mo","3 bds2 ba1,013 sqft- Apartment for rent",https://www.zillow.com/homedetails/4815-W-Monroe-St-4819-3W-Chicago-IL-60644/2073017884_zpid/
"Royal Arms | 3001 Thatcher Ave, River Grove, IL", Studio,$895+ Studio, Studio,https://www.zillow.com/homedetails/Royal-Arms---3001-Thatcher-Ave-River-Grove-IL
"100 Forest Place Apartments | 100 Forest Pl, Oak Park, IL", Studio,"$1,418 Studio", Studio,https://www.zillow.com/homedetails/100-Forest-Place-Apartments---100-Forest-Pl-Oak-Park-IL
"2946 N Mango Ave #1n, Chicago, IL 60634",SingleFamilyResidence,"$1,600/mo","3 bds1 ba1,600 sqft- Apartment for rent",https://www.zillow.com/homedetails/2946-N-Mango-Ave-1N-Chicago-IL-60634/2072564385_zpid/
"421 S. Elmwood Ave. | 421 S Elmwood Ave, Oak Park, IL", 1 bd,"$1,165+ 1 bd", 1 bd,https://www.zillow.com/homedetails/421-S.-Elmwood-Ave.---421-S-Elmwood-Ave-Oak-Park-IL
"Prairie Pointe | 1820 Wessel Ct, Saint Charles, IL", 2 bds,"$1,330+ 2 bds", 2 bds,https://www.zillow.com/homedetails/Prairie-Pointe---1820-Wessel-Ct-Saint-Charles-IL
"3431 W Lyndale St, Chicago, IL 60647",SingleFamilyResidence,"$2,400/mo","3 bds2 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/3431-W-Lyndale-St-Chicago-IL-60647/2115067756_zpid/
"4135 N Meade Ave #1, Chicago, IL 60634",SingleFamilyResidence,"$1,700/mo",2 bds1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/4135-N-Meade-Ave-1-Chicago-IL-60634/2072565085_zpid/
"Elan Yorktown | 50 Yorktown Shopping Ctr, Lombard, IL", 1 bd,"$1,665+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Elan-Yorktown---50-Yorktown-Shopping-Ctr-Lombard-IL
"5555 W Sunnyside Ave #3w, Chicago, IL 60630",SingleFamilyResidence,"$1,150/mo",2 bds1 ba840 sqft- Apartment for rent,https://www.zillow.com/homedetails/5555-W-Sunnyside-Ave-3W-Chicago-IL-60630/2073835412_zpid/
"3268 W Palmer St #3e, Chicago, IL 60647",SingleFamilyResidence,"$1,595/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3268-W-Palmer-St-3E-Chicago-IL-60647/2097746867_zpid/
"4326 W Monroe St #1, Chicago, IL 60624",SingleFamilyResidence,"$1,400/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4326-W-Monroe-St-1-Chicago-IL-60624/2072567835_zpid/
"418 S Elmwood Ave Floor 2, Oak Park, IL 60302",SingleFamilyResidence,"$1,775/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/418-S-Elmwood-Ave-FLOOR-2-Oak-Park-IL-60302/2072567989_zpid/
"Residence at Mill Creek | 0N295 Dooley Dr, Geneva, IL", Studio,"$1,360+ Studio", Studio,https://www.zillow.com/homedetails/Residence-at-Mill-Creek---0N295-Dooley-Dr-Geneva-IL
"5500 W Van Buren St #348-1, Chicago, IL 60644",SingleFamilyResidence,$925/mo,1 bd1 ba675 sqft- Apartment for rent,https://www.zillow.com/homedetails/5500-W-Van-Buren-St-348-1-Chicago-IL-60644/2072732527_zpid/
"4135 N Meade Ave #2, Chicago, IL 60634",SingleFamilyResidence,"$1,300/mo",1 bd1 ba850 sqft- Apartment for rent,https://www.zillow.com/homedetails/4135-N-Meade-Ave-2-Chicago-IL-60634/2072568552_zpid/
"447 N Austin Blvd #5965-1, Chicago, IL 60644",SingleFamilyResidence,"$1,055/mo",2 bds1 ba625 sqft- Apartment for rent,https://www.zillow.com/homedetails/447-N-Austin-Blvd-5965-1-Chicago-IL-60644/2072720929_zpid/
